2169.43;40.6266;98.6446;2012.06;17;41.7829;16.686
2955.75;79.1479;115.928;3543.18;42;36.3101;13.155
3066.23;88.3071;142.431;4089.24;18;34.7717;1.926
4479.58;234.147;277.587;4732.34;279;26.1278;4.417
3814.55;90.1858;153.359;3214.18;96;37.7177;15.632
3484.02;106.254;166.015;4306.45;132;32.6034;17.673
1967.01;55.5147;77.7062;2590.64;30;41.4229;3.284
2599.24;68.2404;97.0313;3246.12;91;38.305;12.896
4227.6;136.14;188.221;4385.42;36;30.848;3.37
2958.16;75.8276;119.365;4025.63;49;36.6927;4.672
3184.82;71.522;120.416;3884.16;43;35.8432;12.615
3583.79;101.992;132.954;3574.98;34;33.7196;13.652
4671.88;196.353;261.262;5131;177;26.0513;5.524
2546.6;113.303;156.123;4151.45;75;29.0135;16.047
3352.02;70.4268;143.009;3823.45;109;34.9846;3.767
4626.99;195.492;286.064;5218.35;255;21.7786;19.058
2304.49;69.7834;111.007;3363.09;32;38.0565;8.71
1569.43;60.0044;99.1239;3194.73;59;38.2687;13.567
3653.43;72.0891;145.09;3662.43;75;36.4443;15.931
3083.33;125.118;162.621;4351.5;45;30.4404;3.983
3228.9;112.852;150.172;4488.66;33;30.0508;15.862
4953.07;185.978;210.062;4051.87;154;32.0169;4.315
1332.33;48.9851;69.4153;3154.61;20;40.2423;4.489
5272.82;232.458;284.901;5825.22;178;21.4341;2.55
4154.96;119.906;179.199;4565.37;88;34.3359;11.796
1439.1;63.1806;70.9087;2878.87;29;40.145;14.675
2428.84;90.6719;113.014;3841.69;23;37.3026;12.865
3805.51;134.06;182.038;4286.69;55;32.3955;1.639
3160.87;47.819;104.763;2710.01;27;38.476;11.932
2957.95;131.744;155.455;3968.27;227;32.4904;2.514
4097.63;86.1088;158.84;4394.6;55;34.9765;5.179
3470.38;68.6064;129.019;4901.73;24;39.2043;17.174
4991.84;103.518;161.12;4599.6;74;34.2444;15.676
5014.89;242.575;276.205;4887.36;274;26.8555;4.048
6732.4;182.007;273.525;7190.38;108;24.2014;5.042
1873.67;60.9492;84.3174;3387.3;40;38.1279;7.032
3209.02;76.1399;114.146;4402.77;25;35.9339;8.109
5256.48;161.908;222.153;5830.45;132;27.2255;17.076
1226.83;34.9324;56.5448;1897.8;26;43.5739;11.31
1295.21;49.4769;68.7162;2393.1;25;42.3403;7.757
3262.61;66.9827;114.265;2385.46;69;40.3947;10.422
1817.7;98.3611;109.567;3344.25;117;36.6819;1.483
1628.08;44.0423;73.9402;2087.51;29;43.0005;9.193
2046.31;67.6528;108.604;3692.91;55;37.5282;11.614
3053.25;118.705;130.97;4186.06;139;31.7224;16.181
4362.33;153.107;216.683;5369.2;18;31.2786;8.455
3833.94;85.3282;147.919;3903.81;48;35.8605;11.381
1703.53;85.314;103.403;3858.57;24;35.4459;1.535
1780.09;59.1257;89.9901;3228.17;25;38.3711;10.887
2837.59;157.047;220.465;4765.77;110;28.5675;1.851
2568.2;65.3221;111.983;2790.13;96;38.8672;9.626
5413.36;185.713;263.554;5385.4;193;27.1962;4.902
2758.04;99.9912;132.351;3935.19;55;33.7054;20.156
2043.83;78.9713;107.916;3072.1;79;39.0353;0.901
2684.87;69.2233;121.956;4542.61;63;34.2574;4.327
5217.01;92.8909;163.026;3836.52;54;33.0199;16.148
1593.63;51.1978;64.9662;2153.28;28;42.992;3.898
3803.15;89.456;131.967;3859.55;105;34.1684;3.939
4603.5;144.388;224.475;4874.16;97;27.115;18.689
1636.87;66.8442;99.4085;3429.54;23;37.9692;2.159
5211.98;256.616;312.254;5668.29;319;21.6126;2.639
2912.93;122.239;151.001;4093.98;238;31.9076;3.103
5192.65;230.721;266.2;5441.2;145;24.1039;1.777
1513.39;76.3829;115.541;3440.84;34;35.0244;1.57
3920.22;126.062;195.34;4552.7;154;30.6517;4.216
3396.71;95.4642;133.584;4591.75;112;31.9429;15.356
1046.51;36.9538;42.3076;1787.93;7;44.5339;2.19
2303.45;94.2239;121.037;3787.06;64;34.3882;16.428
3929.6;137.125;180.463;4507.58;114;30.965;4.556
4296.57;157.716;196.574;5369.4;153;24.756;13.088
1230.52;48.9717;61.798;2100.65;41;42.9576;2.869
3512.31;78.8114;133.842;3700.49;96;34.6241;9.087
3550.29;191.524;216.27;4618.48;178;28.8239;1.9
4116.26;68.8649;163.753;4642.62;98;32.5381;18.047
2185.95;57.0911;88.8344;2498.56;69;41.8811;15.189
2775.99;92.0544;141.579;3559.2;117;35.5926;1.452
4556.61;165.645;262.36;5087.85;135;26.5079;12.516
3015.09;92.8658;123.653;3769.79;81;34.6836;15.019
1575.69;26.6803;52.8617;1957.24;6;45.0142;6.876
3883.97;156.184;193.481;4843.35;65;28.5338;2.991
1053.58;24.251;36.0849;1381.83;2;45.5305;3.153
3699.52;173.384;193.092;4730.61;121;29.0448;3.364
3864.04;151.149;210.809;5499.22;77;29.3369;2.086
1318.73;53.243;73.3611;2879.43;58;40.0785;1.611
4724.82;119.499;172.343;5066.71;153;27.8288;19.227
2859.36;75.1175;104.884;3459.77;28;34.1493;12.915
3170.23;147.956;164.193;4322.93;126;29.4389;19.103
3214.97;202.053;255.918;5614.82;89;46.5464;0
2950.52;147.279;183.686;4155.48;62;31.9145;2.873
1526.76;45.6104;84.9437;2327.13;76;41.8024;12.844
3136.04;165.04;213.76;4079.52;138;32.0197;1.4
4174.29;124.292;167.391;4828.71;51;27.6706;18.603
2015.22;71.0693;100.456;3388.64;77;36.7053;3.114
2403.12;73.2899;112.935;3436.9;73;35.7109;3.432
2520.14;64.7486;94.5936;3839.67;61;36.6395;4.734
1750.79;53.7067;82.069;3367.17;16;40.0052;11.526
1472.47;44.976;60.8637;1881.46;15;43.6611;2.365
5582.22;197.651;268.195;4615.24;131;30.3665;17.197
2755.63;146.52;187.497;4121.7;68;32.0426;2.026
1070.19;38.2321;58.8556;1952.99;10;42.8896;11.567
4455.63;136.026;186.652;4330.84;38;31.2147;3.285
4867.94;211.754;303.967;5726.29;87;22.6017;2.052
1678.84;48.1884;66.9019;2236.51;27;42.434;10.829
3703.8;130.798;179.161;4195.87;47;31.4942;2.096
5174.11;191.898;254.103;5444.92;137;23.766;0
2340.07;78.67;122.352;3684.54;73;33.7314;6.015
2133.35;85.7823;115.184;3898.65;2;34.4269;1.695
1694.63;69.1988;104.519;3595.97;25;36.7787;1.57
1610.32;37.4341;58.1736;2197.83;12;43.044;1.596
4557.68;155.672;221.463;5011.43;12;30.923;18.537
2976.87;56.2522;133.401;4959.11;91;33.6879;17.432
2251.37;65.627;137.459;4234.49;45;35.9245;12.149
1713.92;72.3631;81.5685;3008.11;34;40.3388;2.924
3699.53;109.299;161.934;4539.13;78;31.4204;15.168
1641.57;75.2794;99.0549;3899.06;9;34.8404;1.297
2947.72;48.989;139.422;5891.23;39;40.4027;12.525
4474.69;139.908;170.427;4697.72;110;29.2381;19.238
2007.46;60.8422;83.1004;3320.56;19;38.1932;6.145
1639.74;29.8817;62.9929;2437.95;39;42.5017;10.09
2590.11;99.8453;127.301;4221.97;36;31.4611;9.313
3614.72;216.251;231.359;5020.98;133;26.3448;2.605
4357.91;87.3016;173.206;3793.41;7;35.7703;18.787
1746.65;60.2167;79.678;2992.93;28;39.6709;6.4
1356.99;65.0947;83.8139;3059.86;53;39.8772;4.559
3008.71;135.035;174.266;4551.39;84;30.9022;1.939
4338.75;218.453;280.063;5523.62;100;22.2499;2.415
1675.61;56.1323;80.299;3043.34;44;39.6814;5.461
3584.57;123.69;184.868;4441.17;175;31.1032;1.375
2516.36;50.6878;98.399;2679.14;84;40.2533;14.871
3993.31;168.069;205.577;5219.7;203;27.3628;2.83
3780.15;194.679;212.411;4595.77;171;28.9273;2.778
2521.36;133.093;154.645;4376.88;59;31.9118;2.533
1992.49;58.6562;88.6477;2403.25;22;41.119;3.001
2118.45;62.5391;90.8145;3124.82;28;39.4705;10.187
2591.79;64.9247;101.783;3265.66;21;38.6337;17.263
2505.65;96.0227;170.983;3887.76;96;33.3439;3.114
1388.2;65.941;70.7251;3099.86;14;38.7033;2.149
1736.61;49.6151;71.65;2177.75;29;42.2395;1.477
3326.08;148.856;138.952;4468.93;99;30.9623;3.064
2157.63;77.6581;99.0837;2938.54;93;37.1259;3.18
4671.05;160.817;227.16;5282.18;186;29.7661;1.65
5107.99;204.123;254.023;6470.69;259;21.9209;2.357
4536.57;117.903;187.838;4395.99;147;33.2255;16.674
3149.97;88.467;139.41;3856.58;33;35.5595;4.293
2556.62;152.543;177.866;4665.63;144;30.0772;1.814
5585.59;104.612;227.337;4703.87;97;30.0856;18.913
2276.74;64.9002;96.7206;3547.44;33;35.5779;12.26
4723.23;90.4394;168.268;4102.58;30;34.4956;18.262
2388.1;56.4118;115.179;3371.66;24;38.6982;5.991
4084.18;114.042;177.721;4065.48;138;34.5278;19.304
1480.72;47.9667;63.5405;2008.25;3;42.1592;5.24
3469.96;75.7206;134.044;3530.28;47;36.5147;16.693
2660.38;80.6252;123.901;6968.83;63;36.7288;12.055
2360.43;125.03;160.563;4600.68;73;30.2264;1.227
5382.32;104.443;214.835;5826.18;87;25.8629;18.179
1560.08;81.1453;101.025;3812.31;15;34.0072;2.598
3951.82;90.4235;132.245;3749.96;55;36.8425;13.311
5652.44;188.701;261.675;3975.95;196;32.317;16.369
3278.54;106.02;149.148;4741.6;45;33.0987;2.73
5076.91;137.258;192.586;5433.31;46;25.0342;14.264
1823.15;67.8739;87.9706;3005.94;19;38.9427;1.831
2189.14;113.377;129.339;4230.66;57;33.8723;1.525
2278.99;85.9807;126.52;3733.44;9;36.7811;11.273
3627.8;126.585;180.329;4193.8;44;31.1416;2.401
1522.85;45.5785;63.6388;2580.81;18;41.2318;3.281
4977.81;225.554;270.222;5638.94;197;22.4471;2.408
5001.42;229.905;272.815;5668;194;22.3182;2.438
2229.76;71.1549;112.185;4124.62;16;34.3798;4.914
2222.52;54.8868;91.2384;2653.85;39;41.07;4.039
3526.7;204.827;258.151;5076.29;152;25.5404;2.395
2195.6;53.5996;100.095;3610.1;72;37.1426;1.327
2451.15;94.8478;114.453;3553.88;98;36.8141;2.17
4595.19;176.165;229.45;5906.61;217;21.4057;7.678
2496.07;79.5181;112.569;3206.74;77;38.4271;9.761
3949.02;75.5599;150.441;3970.54;34;35.5759;17.337
3227.47;96.5086;125.99;3496.09;80;37.5407;14.966
4220.37;187.223;247.081;5190.52;109;25.8504;5.557
2147.09;112.785;133.9;4274.06;62;33.7612;2.08
3446.5;112.945;167.49;4275.93;47;33.3143;7.98
926.42;52.8835;71.8433;2928.11;24;40.5962;12.013
1561.78;52.3648;80.6402;2605.86;9;40.6062;2.938
1607.15;73.5678;96.5487;3918.35;9;34.979;1.238
1779.37;56.3562;87.4351;2466.26;20;38.4295;10.053
1192.81;41.1875;60.6908;2486.93;18;43.359;7.814
1541.51;52.0743;74.6685;3066.6;9;39.6188;5.057
2479.45;71.3388;116.317;4245.28;58;35.4761;7.991
2087.64;112.4;126.275;4214.87;55;34.1555;1.675
1745.57;57.754;80.159;2696.7;44;40.6209;2.42
2416.34;129.886;163.203;3997.93;74;32.7451;3.443
7218.2;202.822;353.568;6414.25;251;20.8221;4.948
3544.55;121.183;169.105;4521.57;130;31.2103;5.904
1715.54;47.0166;72.3307;2938.06;22;41.2173;2.012
2806.69;70.4088;116.395;3652.53;85;35.9446;5.211
2824.59;98.7593;146.375;3279.71;7;36.5168;1.361
1019.8;34.3123;63.9524;1920.54;65;42.9677;9.891
3997.42;91.327;145.49;4003.87;55;33.4567;18.293
1814.31;79.063;102.296;3678.26;23;35.4408;1.863
1876.56;72.1624;92.7649;3007.25;24;38.9032;1.85
2842.73;136.14;139.634;4525.6;52;30.5861;2.657
2576.49;62.4925;108.698;3501.17;68;36.7922;15.291
891.81;33.996;42.453;1778.59;12;44.6865;2.152
4048.27;211.686;254.46;5225.3;154;25.3824;2.895
2380.11;103.748;152.65;4108.89;41;28.9073;2.663
2818.46;66.5635;104.643;3171.05;70;38.1357;14.043
2844.06;112.746;157.718;4284.62;57;33.2315;3.586
937.26;46.7999;57.7643;2199.07;76;42.8198;0.761
3698.48;189.715;217.225;4571.85;181;28.9593;1.706
2543.93;112.922;139.143;4052.71;54;33.9759;2.708
6948.51;113.874;234.814;4855.9;100;30.2057;20.048
2100.33;67.9644;90.2495;3598.79;32;37.97;1.758
5705.79;86.4954;216.144;4120.01;130;31.897;17.697
1861.3;70.8224;100.445;3109.99;33;38.7437;17.253
5339.9;179.039;238.999;6135.16;64;21.7437;16
3393.79;84.902;135.472;4199.23;30;34.8664;4.838
3870.15;103.509;169.47;4409.51;66;32.2334;16.001
4426.23;158.489;214.821;5585.22;9;32.3902;6.316
1630.91;43.5029;67.0532;2492.75;25;41.071;2.465
5281.32;116.77;217.443;4670.64;153;32.3907;20.292
5172.28;205.28;267.162;6331.67;247;20.1185;3.234
5298.17;128.595;206.494;5225.91;62;28.2905;17.967
3814.93;139.684;160.564;4658;117;30.3466;11.78
5012.73;117.079;192.483;4974.31;145;28.7973;10.667
2452.37;80.1539;100.285;3214.79;63;38.9515;1.484
5791.63;185.383;242.084;4350.17;112;30.5353;4.345
2786.6;55.2782;107.729;3751.98;53;38.2341;12.811
1952.1;70.6767;86.3493;2984.94;37;40.2404;2.025
6880.55;187.434;317.174;5408.67;149;22.9955;20.218
1808.45;71.5502;82.0342;2685.45;50;39.5288;14.767
1434.17;69.6611;76.0902;2842.08;70;39.203;8.406
1879.01;48.1936;71.4216;2247.59;20;42.0686;3.84
4232.06;167.903;254.79;4923.81;71;26.7218;2.644
4190.89;100.06;146.46;3746.34;48;34.1476;18.072
3236.84;129.399;162.835;4093.72;218;31.8902;3.018
3597.65;210.673;245.193;5013.58;123;26.4598;2.6
2445.18;65.408;90.0088;2328.18;62;40.8488;11.84
1065.72;48.0599;68.5346;2860.52;63;40.3363;1.52
4751.66;184.31;223.321;5730.87;227;26.1034;6.26
2028.48;55.4428;82.8936;3220.41;13;40.5079;11.12
1972.18;69.9432;86.6578;2991.36;33;40.5203;2.106
2543.07;92.3049;108.781;4155.57;96;27.5239;18.615
3524.99;75.8115;131.096;4050.36;48;33.8167;11.745
2639.59;92.4702;108.651;3710.72;49;35.2012;2.684
999.92;50.0605;70.5207;2860.39;60;40.2904;1.266
4876.32;154.885;235.363;4378.35;95;30.5651;20.645
3045.9;101.882;142.716;3849.37;34;34.5115;5.065
2346.64;100.202;140.49;3388.49;112;36.2234;5.739
2048.11;66.6147;93.3619;3328.53;33;39.0367;7.772
2138.71;75.7372;111.473;3062.84;80;36.7649;0.794
4732.02;79.4942;190.652;4337.8;65;32.1366;20.452
3249.72;81.5587;138.502;4476.3;68;33.0884;11.825
